ÁREA,EQUIPAMENTO,SISTEMA,SEÇÃO,DATA INSPEÇÃO,ESPESSURA MÍNIMA,CRITICIDADE DO DANO,DANO NA CORREIA,OBSERVAÇÕES
PÁTIO,RP-313K-02,LANÇA,1,2019-10-18 00:00:00,3,P4 - PREVENTIVA ATÉ 90 DIAS,EMENDA,MEDIÇÃO REALIZADA A 10 M DA EMENDA.EMENDA APRESENTA CABOS ROMPIDOS NA BORDA DIREITA.
DESCARREGAMENTO,TR-313K-06,TRANSPORTADOR,1,2019-10-18 00:00:00,4,P3 - PREVENTIVA ATÉ 60 DIAS,AVARIA,"CORREIA RANHURADA, CORREIA TRINCADA , MEDIDA PROXIMO DA EMENDA 2, CORREIA TRINCADA"
EMBARQUE,TR-314K-18,TRANSPORTADOR,1,2019-10-18 00:00:00,12,P3 - PREVENTIVA ATÉ 60 DIAS,AVARIA,CORREIA APRESENTA MARCA LONGITUDINAL NA COBETURA SUPERIOR DO LADO ESQUERDO SENTIDO 14-19 DEVIDO ATRITO COM A GUIA.
EMBARQUE,TR-314K-19,TRANSPORTADOR,1,2019-10-18 00:00:00,4,---,SEM DANO,CORREIA SEM PRESENÇA DE AVARIAS.
EMBARQUE,TR-314K-20,TRANSPORTADOR,1,2019-10-18 00:00:00,2,---,SEM DANO,"EMENDA ENCONTRAVA-SE NO RETORNO, MEDIÇÃO FEITA NA REGIÃO DO CARRO TENSOR."
EMBARQUE,TR-314K-21,TRANSPORTADOR,1,2019-10-18 00:00:00,3,---,SEM DANO,"EMENDA ENCONTAVA-SE NO RETORNO DA CORREIA, MEDIÇÃO FEITA PROXIMO A REGIÃO DA DESCARGA."
EMBARQUE,TR-315K-18,TRANSPORTADOR,1,2019-10-18 00:00:00,0,P2 - OPORTUNIDADE ATÉ 30 DIAS,AVARIA,TRECHO APRESENTA DESGASTES DA SUA COBERTURA COM BREAK EXPOSTO.
EMBARQUE,TR-325K-06,TRANSPORTADOR,1,2019-10-18 00:00:00,5,P2 - OPORTUNIDADE ATÉ 30 DIAS,BORDA,TRINCAS TRANSVERSAIS EM BORDA
EMBARQUE,TR-325K-19,REDLEY,1,2019-10-18 00:00:00,7,P3 - PREVENTIVA ATÉ 60 DIAS,EMENDA,TRINCA NO FECHAMENTO DA EMENDA PELA CARGA
EMBARQUE,TR-325K-20,REDLEY,1,2019-10-18 00:00:00,4,P3 - PREVENTIVA ATÉ 60 DIAS,EMENDA,EMENDA APRESENTA INICIO DE DESPRENDIMENTO NA EXTREMIDADE PELA CARGA E RETORNO
EMBARQUE,CN-325K-03,INTERMEDIÁRIO,1,2019-10-17 00:00:00,2,P5 - PREVENTIVA ATÉ 180 DIAS,BORDA,MEDIÇÃO RETIRADA EM TRECHO LIVRE DE ACUMULO DE MATERIAL
EMBARQUE,CN-325K-03,LANÇA,1,2019-10-17 00:00:00,3,P4 - PREVENTIVA ATÉ 90 DIAS,EMENDA,CORREIA COM ELEVADO GRAU DE DESGASTE ABRASIVO/ACUMULO DE MATERIAL CONTRAVENTAMENTO DA LANÇA
PÁTIO,ER-313K-02,LANÇA,1,2019-10-17 00:00:00,7,P4 - PREVENTIVA ATÉ 90 DIAS,AVARIA,PONTO 07 LADO DIREITO COM DESGASTE OCASIONADO PELA GUIA..CORREIA APRESENTA DESPRENDIMENTO DE COBERTURA SUPERIOR.
EMBARQUE,TR-325K-17,TRANSPORTADOR,1,2019-10-17 00:00:00,7,---,SEM DANO,MEDIÇÃO RETIRADA ATRÁS DA EMENDA 3/TRECHO ANTIGO
PÁTIO,RP-313K-07,LANÇA,1,2019-10-15 00:00:00,5,---,SEM DANO,CONFORME PRO: FOI REALIZADO A MEDIÇÃO 10 METROS APOS A EMENDA
PÁTIO,RP-313K-08,LANÇA,1,2019-10-15 00:00:00,8,P4 - PREVENTIVA ATÉ 90 DIAS,AVARIA,CONFORME PRO: FOI REALIZADO A MEDIÇÃO 10 METROS APOS A EMENDA. CORREIA POSSUI CORTE SUPERFICIAL DEVIDO EVENTO DA QUEDA DA GUIA EM CIMA DA CORREIA
EMBARQUE,TR-313K-80,TRANSPORTADOR,1,2019-10-15 00:00:00,8,P3 - PREVENTIVA ATÉ 60 DIAS,AVARIA,"CORREIA TEVE CORTE SUPERFICIAL DEVIDO CONTRA PESO, FICOU ATRELADO"
EMBARQUE,TR-313K-85,TRANSPORTADOR,1,2019-10-15 00:00:00,10,---,SEM DANO,CONFORME PRO: FOI REALIZADO A MEDIÇÃO 10 METROS APOS A EMENDA
PÁTIO,ER-313K-05,LANÇA,1,2019-10-14 00:00:00,10,---,SEM DANO,CONFORME PRO: FOI REALIZADO A MEDIÇÃO 10 METROS APOS A EMENDA
PÁTIO,ER-313K-05,TRAYLLER,1,2019-10-14 00:00:00,11,P4 - PREVENTIVA ATÉ 90 DIAS,AVARIA,"CONFORME PRO: FOI REALIZADO A MEDIÇÃO 10 METROS APOS A EMENDA. CORREIA APRESENTA DESPREENDIMENTO DE COBERTURA NA REGIÃO DA CARGA, DEFEITO DE FABRICA."
PÁTIO,RP-313K-04,LANÇA,1,2019-10-14 00:00:00,13,P4 - PREVENTIVA ATÉ 90 DIAS,AVARIA,CONFORME PRO: FOI REALIZADO A MEDIÇÃO 10 METROS APOS A EMENDA. CORREIA TEVE VAARIOS CORTES PROXIMO DA  BORDA DEVIDO ROLOS QUE CAIU NA CORREIA
PÁTIO,RP-313K-06,LANÇA,1,2019-10-14 00:00:00,14,---,SEM DANO,CORREIA NOVA INSTALADA
EMBARQUE,TR-313K-93,TRANSPORTADOR,1,2019-10-14 00:00:00,4,P3 - PREVENTIVA ATÉ 60 DIAS,AVARIA,CORREIA POSSUI VARIOS PONTOS DE QUEIMADURAS
EMBARQUE,AM-314K-01,AMOSTRADOR,1,2019-10-13 00:00:00,6,---,SEM DANO,MEDIÇÃO FEITA ATRAS DA EMENDA.
EMBARQUE,TR-313K-13,TRANSPORTADOR,1,2019-10-13 00:00:00,5,P3 - PREVENTIVA ATÉ 60 DIAS,BORDA,MEDIÇÃO FEITA ATRÁS DA EMENDA .
DESCARREGAMENTO,TR-314K-01,TRANSPORTADOR,1,2019-10-13 00:00:00,4,P3 - PREVENTIVA ATÉ 60 DIAS,EMENDA,EMENDA APRESENTA INICIO DE ABERTURA.
EMBARQUE,TR-315K-01,TRANSPORTADOR,1,2019-10-13 00:00:00,3,P3 - PREVENTIVA ATÉ 60 DIAS,AVARIA,CORREIA APRESENTA DOIS PONTOS COM BREAK EXPOSTO  E DESASTES EXCESSIVOS NA REGIÃO DA GUIA.
EMBARQUE,TR-315K-01,TRANSPORTADOR,1,2019-10-13 00:00:00,3,P3 - PREVENTIVA ATÉ 60 DIAS,AVARIA,CORREIA APRESENTA DOIS PONTOS COM BREAK EXPOSTOS NA CARGA.
EMBARQUE,TR-315K-02,TRANSPORTADOR,1,2019-10-13 00:00:00,4,P3 - PREVENTIVA ATÉ 60 DIAS,AVARIA,CORREIA APRESENTA AVARIA NA EMENDA 9.
EMBARQUE,TR-315K-03,TRANSPORTADOR,1,2019-10-13 00:00:00,7,P3 - PREVENTIVA ATÉ 60 DIAS,AVARIA,"CORREIA APRESENTA AVARIAS EM SUA EXTENSÃO DEVIDO TUBO QUE CAIU NO SHUT DE DESCARGA DO 14-07 E FICOU EM ATRITO COM A CORREIA DO 15-03, CORREIA APRESENTA REPARO N SUA CARCAÇA."
EMBARQUE,TR-315K-08,TRANSPORTADOR,1,2019-10-13 00:00:00,6,---,SEM DANO,MEDIÇÃO FEITA 10 METROS ATRÁS DA EMENDA.
EMBARQUE,TR-313K-07,TRANSPORTADOR,1,2019-10-12 00:00:00,5,---,SEM DANO,MEDIÇÃO REALIZADA NA EMENDA 01.
EMBARQUE,TR-314K-17,TRANSPORTADOR,1,2019-10-12 00:00:00,1,P3 - PREVENTIVA ATÉ 60 DIAS,BORDA,BORDAS AVARIADAS DEVIDO DESALINAMENTO
DESCARREGAMENTO,AL-313K-02,ALIMENTADOR,1,2019-10-10 00:00:00,1,P4 - PREVENTIVA ATÉ 90 DIAS,AVARIA,"CORREIA ESTÁ COM DESGASTE POR CONTA DE ACUMULO DE MATERIAL NA BANTEJA PROXIMO DO TAMBOR.CORREIA ESTAVA COM UMA BOA MEDIDA ATE DEIXA MAERIAL ACUMULADO NO RETORNO DO TR, INSPETOR DE LIMPEZA CIENTE."
DESCARREGAMENTO,TR-311K-03,TRANSPORTADOR,1,2019-10-10 00:00:00,11,---,SEM DANO,CORREIA COM MARCAS NA CARGA PROVOCADA POR ACÚMULO DE MATERIAL
DESCARREGAMENTO,TR-311K-11,TRANSPORTADOR,1,2019-10-10 00:00:00,10,P3 - PREVENTIVA ATÉ 60 DIAS,BORDA,MEDIÇÃO RETIRADA POUCO A FRENTE DA EMENDA.BORDAS MUITO AVARIADAS .
DESCARREGAMENTO,TR-313K-01,TRANSPORTADOR,1,2019-10-10 00:00:00,6,P4 - PREVENTIVA ATÉ 90 DIAS,AVARIA,CORREIA COM DESGASTE PROVOCADO POR ACUMULO DE MATERIAL NA SELA E EM ROLOS.
DESCARREGAMENTO,TR-313K-02,TRANSPORTADOR,1,2019-10-10 00:00:00,5,---,SEM DANO,CORREIA COM MARCAS NA COBERTURA SUPERIOR.
DESCARREGAMENTO,TR-313K-08,TRANSPORTADOR,1,2019-10-10 00:00:00,1,---,SEM DANO,CORREIA EM FIM DE VIDA A MESMA JÁ ESTÁ PRA TROCA CORREIA ESTA PRA TROCA
DESCARREGAMENTO,TR-313K-14,TRANSPORTADOR,1,2019-10-10 00:00:00,1,---,SEM DANO,CORREIA ESTÁ PRA TROCA .
EMBARQUE,TR-314K-17,TRANSPORTADOR,1,2019-10-09 00:00:00,1,NORMAL,BORDA,AVARIA EM BORDA DEVIDO DESALINHAMENTO
EMBARQUE,CN-325K-01,INTERMEDIÁRIO,1,2019-10-08 00:00:00,10,---,SEM DANO,MEDIÇÃO CONFORME REALIZADA DENTRO DO PRO APÓS 10 METROS DA EMENDA. CORREIA NOVA SEM AVARIAS.
EMBARQUE,CN-325K-01,LANÇA,1,2019-10-08 00:00:00,3,P3 - PREVENTIVA ATÉ 60 DIAS,BORDA,MEDIÇÃO CONFORME O PRO APÓS 10 METROS DA EMENDA. CORREIA APRESENTA CORTES DEVIDO TELA CONTRA QUEDA DE ROLOS.
DESCARREGAMENTO,TR-313K-59,TRANSPORTADOR,1,2019-10-08 00:00:00,9,P3 - PREVENTIVA ATÉ 60 DIAS,EMENDA,TRINCAS NAS EMENDAS PELO RETORNO.
DESCARREGAMENTO,TR-313K-60,TRANSPORTADOR,1,2019-10-08 00:00:00,11,P4 - PREVENTIVA ATÉ 90 DIAS,AVARIA,MEDIDAS 4 E 5 LADO DIREITO ESTÁ COM A CORREIA RANHURADA DEVIDO RASPADORES.
DESCARREGAMENTO,TR-313K-61,TRANSPORTADOR,1,2019-10-08 00:00:00,14,---,SEM DANO,"PRIMEIRA MEDIÇÃO, CORREIA NOVA"
DESCARREGAMENTO,TR-313K-64,TRANSPORTADOR,1,2019-10-08 00:00:00,6,P4 - PREVENTIVA ATÉ 90 DIAS,EMENDA,AVARIA NA EMENDA 3.FECHAMENTO DA EMENDA AVARIADO.
PÁTIO,RP-313K-04,LANÇA,1,2019-10-07 00:00:00,7,P5 - PREVENTIVA ATÉ 180 DIAS,AVARIA,MEDIDAS TIRADAS A 10 METROS DA EMENDA. CORREIA APRESENTA O DESGASTE EXCESSIVO PELA CARGA
DESCARREGAMENTO,TR-311K-08,TRANSPORTADOR,1,2019-10-07 00:00:00,3,---,SEM DANO,DURANTE A INSPEÇÃO FOI OBSERVADO QUE A CORREIA ESTÁ COM A BORDA AVARIADA POR CONTA DE DESALINHAMENTO QUANDI ESTÁ RECEBENDO 11_05.
EMBARQUE,TR-313K-65,TRANSPORTADOR,1,2019-10-07 00:00:00,6,P3 - PREVENTIVA ATÉ 60 DIAS,AVARIA,PERDA DE COBERTURA SUPERIOR
EMBARQUE,TR-315K-24,TRANSPORTADOR,1,2019-10-07 00:00:00,5,P3 - PREVENTIVA ATÉ 60 DIAS,AVARIA,CORREIA POSSUI RANHURAS OCASIONADAS PELOS RASPADORES
EMBARQUE,TR-315K-25,TRANSPORTADOR,1,2019-10-07 00:00:00,3,---,SEM DANO,MEDIDAS TIRADAS A 10 METROS DA EMENDA
EMBARQUE,TR-315K-26,TRANSPORTADOR,1,2019-10-07 00:00:00,13,---,SEM DANO,MEDIDAS TIRADAS A 10 METROS DA EMENDA
EMBARQUE,AL-3000KP-01,ALIMENTADOR,1,2019-10-01 00:00:00,3,---,SEM DANO,CORREIA APRESENTA DESGASTE E AVARIA NO FEHAMENTO DA EMENDA
EMBARQUE,AL-3000KP-02,ALIMENTADOR,1,2019-10-01 00:00:00,4,---,SEM DANO,SEM AVARIA NA AREA DA COBERTURA
EMBARQUE,AL-3000KP-03,ALIMENTADOR,1,2019-10-01 00:00:00,4,---,SEM DANO,SEM AVARIA MAIS MUITO ACUMULO DE MATERIAL
EMBARQUE,AL-3000KP-04,ALIMENTADOR,1,2019-10-01 00:00:00,3,---,SEM DANO,SEM AVARIA APARENTE
EMBARQUE,AL-314K-206,ALIMENTADOR,1,2019-10-01 00:00:00,3,---,SEM DANO,SEM AVARIA
EMBARQUE,AL-314K-210,ALIMENTADOR,1,2019-10-01 00:00:00,3,---,SEM DANO,EMENDA APRESENTA UMA LEVE ABERTURA NA LATERAL
EMBARQUE,TR-313K-89,TRANSPORTADOR,1,2019-10-01 00:00:00,1,---,SEM DANO,"CORREIA APRESENTANDO AFLORAMENTO DE CABOS NO CENTRO DA CORREIA ,CORREIA COM TRINCAS LONGITUDINAL"
EMBARQUE,TR-315K-38,TRANSPORTADOR,1,2019-10-01 00:00:00,9,---,SEM DANO,CORREIA QUEIMADA NO RETORNO DEVIDO ROLO DA MESA DE IMPACTO QUE PEGOU FOGO
EMBARQUE,TR-326K-04,TRANSPORTADOR,1,2019-10-01 00:00:00,11,---,SEM DANO,CORREIA APRESENTA DESAGASTE NA AREA DA GUIA DO LADO ESQUERDO
PÁTIO,ER-313K-04,LANÇA,1,2019-09-30 00:00:00,12,P4 - PREVENTIVA ATÉ 90 DIAS,BORDA,CORREIA APRESENTA DESGASTE EXCESSIVO PELA CARGA.CORREIA APRESENTA AVARIA NA BORDA.
PÁTIO,ER-313K-04,TRAYLLER,1,2019-09-30 00:00:00,6,---,SEM DANO,MEDIÇÃO REALIZADA DE ACORDO COM O PROCEDIMENTO DE MDEIÇÃO DE ESPESSURA.
EMBARQUE,TR-313K-83,TRANSPORTADOR,1,2019-09-30 00:00:00,10,P3 - PREVENTIVA ATÉ 60 DIAS,AVARIA,TRECHO PROXIMO A EMENDA Nº 02 COM TRINCA LONGITUDINAL
EMBARQUE,TR-326K-03,TRANSPORTADOR,1,2019-09-30 00:00:00,12,---,SEM DANO,MEDIÇÃO FEITA 10M DA EMENDA
EMBARQUE,TR-315K-35,TRANSPORTADOR,1,2019-09-29 00:00:00,9,---,SEM DANO,CORREIA SEM ALTERAÇÕES
DESCARREGAMENTO,EP-313K-03,LANÇA,1,2019-09-26 00:00:00,5,---,SEM DANO,MEDIÇAO RETIRADA A 10 METROS DA EMENDA
PÁTIO,ER-313K-03,LANÇA,1,2019-09-26 00:00:00,5,---,SEM DANO,CORREIA APRESENTANDO DESGASTE NA MEDIÇÃO 7 DEVIDO ACUMULO DE MATERIAL NA REGIÃO DA MESA DE IMPACTO DA RODA DE CAÇAMBA. PEDRA DE MANGANES QUE SE PRENDEU ENTRE AS GUIAS DE DESGASTE E VEDAÇÃO CAUSANDO DESGASTE ACENTUADO NESSA REGIÃO
PÁTIO,RP-313K-03,LANÇA,1,2019-09-26 00:00:00,6,---,SEM DANO,MEDIDAS TIRADAS A 10 METROS DA EMENDA. DESGASTE ACENTUADO NO CENTRO PELA CARGA
DESCARREGAMENTO,TR-311K-08,TRANSPORTADOR,1,2019-09-24 00:00:00,11,---,SEM DANO,CORREIA NOVA. NÃO FOI OBSERVADO AVARIAS NA CORREIA.
EMBARQUE,TR-314K-02,TRANSPORTADOR,1,2019-09-23 00:00:00,4,P3 - PREVENTIVA ATÉ 60 DIAS,AVARIA,SEM EVOLUÇÃO DE AVARIA DE DESPRENDIMENTO DE EXTREMIDADE NA LATERAL DA EMENDA E DESGASTE EXCESSIVO NO CENTRO DA CORREIA.
EMBARQUE,TR-315K-01,TRANSPORTADOR,1,2019-09-23 00:00:00,3,P3 - PREVENTIVA ATÉ 60 DIAS,AVARIA,"CORREIA APRESENTA DESGASTES NA BORDA DEVIDO MARCAS CAUSADA PELAS GUIAS, CORREIA APRESENTA ALGUNS PONTOS COM O BREAK EXPOSTO."
EMBARQUE,TR-315K-04,TRANSPORTADOR,1,2019-09-23 00:00:00,5,P3 - PREVENTIVA ATÉ 60 DIAS,AVARIA,CORREIA APRESENTA AVARIA COM TRINCA NA CORREIA
EMBARQUE,TR-315K-05,TRANSPORTADOR,1,2019-09-23 00:00:00,4,P3 - PREVENTIVA ATÉ 60 DIAS,AVARIA,CORREIA APRESENTA AVARIA NA BORDA E BREAK APÓS A EMENDA 2
EMBARQUE,TR-315K-07,TRANSPORTADOR,1,2019-09-23 00:00:00,4,P3 - PREVENTIVA ATÉ 60 DIAS,AVARIA,CORREIA APRESENTA TRINCA PELA CARGA NA EMENDA Y E VÁRIAS TRINCAS PELO RETORNO
EMBARQUE,TR-325K-16,TRANSPORTADOR,1,2019-09-23 00:00:00,5,P3 - PREVENTIVA ATÉ 60 DIAS,EMENDA,EMENDA 3 COM TRINCA PELA CARGA E RETORNO
EMBARQUE,CN-326K-02,LANÇA,1,2019-09-19 00:00:00,14,---,SEM DANO,MEDIÇÃO TIRADAS A 10 METROS DA EMENDA
PÁTIO,RP-313K-02,LANÇA,1,2019-09-19 00:00:00,4,P4 - PREVENTIVA ATÉ 90 DIAS,EMENDA,A CORREIA APRESENTA DESGASTE EXCESSIVO DEVIDO AO TRAVAMENT DO TAMBOR 02.TRINCAS NA EMENDA PROVENIENTE DO PRCESSO DE EMENDA.
EMBARQUE,TR-313K-03,TRANSPORTADOR,1,2019-09-19 00:00:00,6,---,SEM DANO,FOI REALIZADO A MEDIÇÃO PRÓXIMO A EMENDA 01.
EMBARQUE,TR-315K-11,TRANSPORTADOR,1,2019-09-19 00:00:00,10,---,SEM DANO,MEDIÇÃO RETIRADA A 10 METROS A FRENTE DA EMENDA 10
EMBARQUE,TR-325K-08,TRANSPORTADOR,1,2019-09-19 00:00:00,4,P3 - PREVENTIVA ATÉ 60 DIAS,EMENDA,EMENDA APRESENTA ONDULAÇÃO NA BORDA E INICIO DE TRINCA PELO RETORNO E CARGA
EMBARQUE,CN-325K-01,INTERMEDIÁRIO,1,2019-09-18 00:00:00,10,---,SEM DANO,FOI REALIZADO A MEDIÇÃO CONFORME O PRO MENOR MEDIÇÃO É 10.84. CORREIA NOVA SEM ANOMALIA.
EMBARQUE,CN-325K-01,LANÇA,1,2019-09-18 00:00:00,4,P4 - PREVENTIVA ATÉ 90 DIAS,AVARIA,CORREIA APRESENTA VÁRIOS RISCOS DEVIDO A TELA DE PROTEÇÃO. CORTE DEVIDO A TELA DE PROTEÇÃO COM DESALINHAMENTO.
PÁTIO,RP-313K-08,LANÇA,1,2019-09-18 00:00:00,9,P4 - PREVENTIVA ATÉ 90 DIAS,AVARIA,"CONFORME PRO: FOI REALIZADO A MEDIÇÃO 10 METROS APOS A EMENDA. CORREIA TEVE CORTE LONGITUDINAL PROXIMO A REGIÃO DA GUIA ATINGINDO A ATÉ A 2 LONA, NO EVENTO OCASIONADO PELA GUIA CAIU DEVIDO A RODA DE CAÇAMBA ARRIOU SOBRE A MESMA"
DESCARREGAMENTO,TR-311K-14,TRANSPORTADOR,1,2019-09-18 00:00:00,9,---,SEM DANO,FOI FEITA A MEDIÇÃO APÓS 10M DA EMENDA
EMBARQUE,TR-314K-13,TRANSPORTADOR,1,2019-09-18 00:00:00,10,P3 - PREVENTIVA ATÉ 60 DIAS,EMENDA,DANO EM FECHAMENTO DE EMENDA PELO RETORNO
EMBARQUE,TR-314K-14,TRANSPORTADOR,1,2019-09-18 00:00:00,4,P3 - PREVENTIVA ATÉ 60 DIAS,EMENDA,MEDIÇÃO RETIRADA A 10 METROS DA EMENDA
EMBARQUE,TR-315K-09,TRANSPORTADOR,1,2019-09-18 00:00:00,9,---,SEM DANO,MEDIDAS TIRADAS 2 METROS ATRÁS DA EMENDA E-2 TRECHO ANTIGO
EMBARQUE,TR-315K-10,TRANSPORTADOR,1,2019-09-18 00:00:00,6,---,SEM DANO,TRECHO 1 CORREIA ST 2500 CONTITECH
EMBARQUE,TR-325K-07,TRANSPORTADOR,1,2019-09-18 00:00:00,7,P3 - PREVENTIVA ATÉ 60 DIAS,BORDA,AVARIA NA BORDA
PÁTIO,RP-313K-04,LANÇA,1,2019-09-17 00:00:00,9,---,SEM DANO,MEDIDAS TIRADAS Á 10METROS DA EMENDA
PÁTIO,RP-313K-06,LANÇA,1,2019-09-17 00:00:00,1,---,SEM DANO,CONFORME PRO: FOI REALIZADO A MEDIÇÃO 10 METROS APOS A EMENDA
PÁTIO,RP-313K-07,LANÇA,1,2019-09-17 00:00:00,6,---,SEM DANO,CONFORME PRO: FOI REALIZADO A MEDIÇÃO 10 METROS APOS A EMENDA
PÁTIO,ER-313K-05,LANÇA,1,2019-09-16 00:00:00,12,---,SEM DANO,CORREIA NOVA INSTALADA: MERCÚRIO XEAS 4 PN 4000 LARGURA 1800
EMBARQUE,TR-326K-01,TRANSPORTADOR,1,2019-09-16 00:00:00,4,---,SEM DANO,CORREIA APRESENTA EMENDA 01 COM DESGASTE
DESCARREGAMENTO,TR-311K-09,TRANSPORTADOR,1,2019-09-15 00:00:00,14,---,SEM DANO,CORREIA NOVA INSTALADA
EMBARQUE,TR-313K-05,TRANSPORTADOR,1,2019-09-13 00:00:00,7,P3 - PREVENTIVA ATÉ 60 DIAS,BORDA,MEDIDAS TIRADAS A 10 METROS DA EMENDA
EMBARQUE,AL-3000KP-01,ALIMENTADOR,1,2019-09-12 00:00:00,8,P3 - PREVENTIVA ATÉ 60 DIAS,AVARIA,CORREIA AVARIADA NO CENTRO DEVIDO TUBO QUE SE ENCONTRAVA PRESO NO SHUT DE DESCARGA DP 14-07
EMBARQUE,CN-325K-02,INTERMEDIÁRIO,1,2019-09-11 00:00:00,3,P4 - PREVENTIVA ATÉ 90 DIAS,EMENDA,AVARIA EM FECHAMENTO DE EMENDA AO CENTRO/DESGASTE ELEVADO PONTO 1E DEVIDO ACUMULO DE MATERIAL EM CHUTE DE DESCARGA.ABERTURA DE EMENDA PELA CARGA.
EMBARQUE,CN-325K-02,LANÇA,1,2019-09-11 00:00:00,4,NORMAL,BORDA,MEDIDA RETIRADA A 10 METROS DA EMENDA
EMBARQUE,TR-314K-15,TRANSPORTADOR,1,2019-09-11 00:00:00,7,P3 - PREVENTIVA ATÉ 60 DIAS,BORDA,AVARIA EM BORDA
EMBARQUE,TR-314K-18,TRANSPORTADOR,1,2019-09-11 00:00:00,15,---,SEM DANO,CORREIA SEM AVARIAS.
EMBARQUE,TR-315K-01,TRANSPORTADOR,1,2019-09-07 00:00:00,3,P3 - PREVENTIVA ATÉ 60 DIAS,AVARIA,CORREIA APRESENTA DOIS PONTOS COM BREAK EXPOSTO E DESGASTES NA REGIÃO DA GUIA.
EMBARQUE,TR-313K-13,TRANSPORTADOR,1,2019-09-06 00:00:00,6,P3 - PREVENTIVA ATÉ 60 DIAS,BORDA,MEDIÇÃO FEITA NA DISTANCIA DE 10 METROS DA EMENDA.
EMBARQUE,TR-313K-205,TRANSPORTADOR,1,2019-09-06 00:00:00,8,P3 - PREVENTIVA ATÉ 60 DIAS,AVARIA,"AVARIA PROXIMO DA BORDA DEVIDO DESALINHAMENTO, E TAMBEM APARENTA DEFEITO EM BANHO QUIMICO LONA."
EMBARQUE,TR-313K-81,TRANSPORTADOR,1,2019-09-06 00:00:00,9,P3 - PREVENTIVA ATÉ 60 DIAS,AVARIA,AVARIA NO CENTRO DA CORREIA
DESCARREGAMENTO,TR-314K-01,TRANSPORTADOR,1,2019-09-06 00:00:00,9,---,SEM DANO,MEDIÇÃO FEITA FORA DOS 10 METROS DA EMENDA A MESMA ENCONTRAVA-SE PELO RETORNO.
EMBARQUE,TR-315K-01,TRANSPORTADOR,1,2019-09-06 00:00:00,3,P2 - OPORTUNIDADE ATÉ 30 DIAS,AVARIA,CORREIA APRESENTA DESGASTES NA REGIÃO DA GUIA E APRESENTA ALGUNS PONTOS COM BREAK EXPOSTOS.
EMBARQUE,TR-315K-02,TRANSPORTADOR,1,2019-09-06 00:00:00,4,P3 - PREVENTIVA ATÉ 60 DIAS,EMENDA,TRECHO APRESENTA EMENDA 9 COM CABOS PROTEGIDO COM REPARO FEITO COM FLEXOL.
EMBARQUE,TR-315K-03,TRANSPORTADOR,1,2019-09-06 00:00:00,8,---,SEM DANO,"MEDIÇÃO FEITA FORA DOS 10 METROS DA EMENDA, DEVIDO A MESMA ESTÁ PELO RETORNO."
EMBARQUE,TR-315K-08,TRANSPORTADOR,1,2019-09-06 00:00:00,6,P3 - PREVENTIVA ATÉ 60 DIAS,BORDA,CORREIA APRESENT TRINCAS NAS BORDAS.
DESCARREGAMENTO,TR-311K-05,TRANSPORTADOR,1,2019-09-05 00:00:00,8,P4 - PREVENTIVA ATÉ 90 DIAS,BORDA,MEDIDAS TIRADAS A 10 METROS DA EMENDA.AVARIADA DEVIDO AO DESALINHAMENTO.
DESCARREGAMENTO,EP-313K-03,LANÇA,1,2019-09-04 00:00:00,6,---,SEM DANO,MEDIÇAO RETIRADA A 10 METROS DA EMENDA
DESCARREGAMENTO,EP-313K-03,TRAYLLER,1,2019-09-04 00:00:00,15,---,SEM DANO,MEDIÇAO A 10 METROS DA EMENDA
PÁTIO,ER-313K-02,LANÇA,1,2019-09-04 00:00:00,11,P4 - PREVENTIVA ATÉ 90 DIAS,AVARIA,"MEDIÇAO RETIRADA A 10 METROS DA EMENDA, MEDIDA 6E COM AVARIA NA CORREIA , MEDIÇAO RETIRADA EM OUTRO PONTO DA CORREIA PARTE AVARIADA ONDE A CORREIA ESTA MEDINDO 10,00. CORREIA AVARIADA POR RASPADOR."
PÁTIO,ER-313K-03,TRAYLLER,1,2019-09-04 00:00:00,15,---,SEM DANO,MEDIÇAO A 10 METROS DA EMENDA
PÁTIO,RP-313K-03,LANÇA,1,2019-09-03 00:00:00,14,---,SEM DANO,CORREIA NOVA
PÁTIO,ER-313K-04,LANÇA,1,2019-09-02 00:00:00,14,---,SEM DANO,"CORREIA FOI TROCADA DIA 20/08/2019,SEM ANORMALIDADE."
PÁTIO,ER-313K-04,LANÇA,1,2019-09-02 00:00:00,14,---,SEM DANO,CORREIA NOVA
PÁTIO,ER-313K-04,TRAYLLER,1,2019-09-02 00:00:00,7,---,SEM DANO,MEDIDAS TIRADAS A 10 METROS DA EMENDA
PÁTIO,RP-313K-05,LANÇA,1,2019-09-02 00:00:00,15,---,SEM DANO,CONFORME PRO: FOI REALIZADO A MEDIÇÃO 10 METROS APOS A EMENDA
DESCARREGAMENTO,TR-311K-13,TRANSPORTADOR,1,2019-09-02 00:00:00,13,---,SEM DANO,CORREIA NOVA INTERCALADA NO EQUIPAMENTO
EMBARQUE,TR-313K-13,TRANSPORTADOR,1,2019-09-02 00:00:00,8,---,SEM DANO,---
EMBARQUE,TR-313K-29,TRANSPORTADOR,1,2019-09-02 00:00:00,11,P3 - PREVENTIVA ATÉ 60 DIAS,AVARIA,PRINCIPIO DE INCENDIO ENTRE A EMENDA 12  13 CAUSANDO AVARIA  NA CORREIA
